Rang,Modell,R2_Test,RMSE_Test,MAE_Test,R2_CV,R2_CV_Std,MAE_CV,MAE_CV_Std
3,Multiple Regression,0.6016611184871734,20264.787625311477,6198.444353145446,0.5354960523153095,0.07013991581912284,6478.9963528236785,89.9353981072707
