Rang,Modell,R2_Test,RMSE_Test,MAE_Test,R2_CV,R2_CV_Std,MAE_CV,MAE_CV_Std
2,Regressionsbaum,0.7942360666451211,14564.659419552565,5153.725287235448,0.4032077736504851,0.21911771968472035,5381.284537014601,126.09309834759793
